ID,label,statement,subject,speaker,job_title,state,party,barely_true_count,false_count,half_true_count,mostly_true_count,pants_on_fire_count,context,target,words
10132.json,mostly-true,"Greg Abbott has benefitted from payday lenders who have given him $300,000 and then received a ruling from him that they can operate in a loophole in the law that allows them to charge unlimited rates and fees.","campaign-finance,financial-regulation",wendy-davis,state senator,Texas,democrat,5.0,1.0,8.0,12.0,1.0,a debate,2,"['greg', 'abbott', 'has', 'benefitted', 'from', 'payday', 'lenders', 'who', 'have', 'given', 'him', '$300,000', 'and', 'then', 'received', 'a', 'ruling', 'from', 'him', 'that', 'they', 'can', 'operate', 'in', 'a', 'loophole', 'in', 'the', 'law', 'that', 'allows', 'them', 'to', 'charge', 'unlimited', 'rates', 'and', 'fees', '.']"
9933.json,barely-true,Says Tom Steyer is aCalifornia billionaire who stands to profit by blocking Keystone and is spending big to help Bruce Braley.,"campaign-finance,climate-change,environment,message-machine-2014,campaign-advertising",american-crossroads,,,republican,5.0,5.0,4.0,0.0,0.0,a campaign ad,1,"['says', 'tom', 'steyer', 'is', 'acalifornia', 'billionaire', 'who', 'stands', 'to', 'profit', 'by', 'blocking', 'keystone', 'and', 'is', 'spending', 'big', 'to', 'help', 'bruce', 'braley', '.']"
2053.json,mostly-true,"$120,000 will be spent by taxpayers on Charlie Crists political photo-op special session.","oil-spill,state-budget",marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,a press release,2,"['$120,000', 'will', 'be', 'spent', 'by', 'taxpayers', 'on', 'charlie', 'crists', 'political', 'photo-op', 'special', 'session', '.']"
13451.json,half-true,The list of voters that North Carolina Republicans tried to purge was two-thirds black and Democratic.,elections,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a rally in North Carolina,1,"['the', 'list', 'of', 'voters', 'that', 'north', 'carolina', 'republicans', 'tried', 'to', 'purge', 'was', 'two-thirds', 'black', 'and', 'democratic', '.']"
7427.json,mostly-true,Says Travis Countys unemployment rate is below the national average while its poverty rate exceeds the national average--and local poverty is rising.,"corrections-and-updates,economy,jobs,poverty",sarah-eckhardt,Travis County judge-elect,Texas,democrat,0.0,0.0,0.0,1.0,0.0,an email blast.,2,"['says', 'travis', 'countys', 'unemployment', 'rate', 'is', 'below', 'the', 'national', 'average', 'while', 'its', 'poverty', 'rate', 'exceeds', 'the', 'national', 'average--and', 'local', 'poverty', 'is', 'rising', '.']"
2075.json,barely-true,Russ Feingold voted against the law that protected our lakes and was the only Great Lakes senator to vote no.,"energy,environment,message-machine",ron-johnson,,Wisconsin,republican,14.0,6.0,10.0,10.0,1.0,a campaign commercial,1,"['russ', 'feingold', 'voted', 'against', 'the', 'law', 'that', 'protected', 'our', 'lakes', 'and', 'was', 'the', 'only', 'great', 'lakes', 'senator', 'to', 'vote', 'no', '.']"
822.json,false,Barack Obama has consistently voted against tougher penalties for criminals.,"crime,drugs,families,marijuana,public-safety",republican-party-florida,,,republican,10.0,6.0,6.0,6.0,4.0,a campaign mailer,0,"['barack', 'obama', 'has', 'consistently', 'voted', 'against', 'tougher', 'penalties', 'for', 'criminals', '.']"
3438.json,true,Florida is one of only three states that require licenses for commercial interior designers.,"consumer-safety,government-efficiency",national-federation-independent-business-florida,,Florida,none,0.0,0.0,0.0,0.0,0.0,testimony to Florida House Business and Consumer Affairs Subcommittee.,2,"['florida', 'is', 'one', 'of', 'only', 'three', 'states', 'that', 'require', 'licenses', 'for', 'commercial', 'interior', 'designers', '.']"
12743.json,barely-true,"In 2009, pre-Hillary, ISIS was not even on the map.","foreign-policy,terrorism",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a speech at the Republican convention,1,"['in', '2009,', 'pre-hillary,', 'isis', 'was', 'not', 'even', 'on', 'the', 'map', '.']"
13458.json,mostly-true,Obamacare is not a popular law.,"government-regulation,health-care,polls",paul-ryan,U.S. Representative,Wisconsin,republican,19.0,6.0,16.0,14.0,2.0,a news conference,2,"['obamacare', 'is', 'not', 'a', 'popular', 'law', '.']"
1558.json,false,"Nobody has been talking about it (Medicaid fraud), focused on it, or paying attention to it.","health-care,medicare",alex-sink,,Florida,democrat,1.0,2.0,2.0,4.0,0.0,an interview with interview with the St. Petersburg Times/Miami Herald.,0,"['nobody', 'has', 'been', 'talking', 'about', 'it', '(medicaid', 'fraud),', 'focused', 'on', 'it,', 'or', 'paying', 'attention', 'to', 'it', '.']"
4036.json,false,"Rick Scott has destroyed over 100,000 jobs.",jobs,rod-smith,Florida Democratic Party Chairman,Florida,democrat,0.0,1.0,1.0,1.0,0.0,an e-mail to supporters,0,"['rick', 'scott', 'has', 'destroyed', 'over', '100,000', 'jobs', '.']"
4753.json,mostly-true,Today 46 percent of all Floridians owe more on their home than it is worth.,"economy,housing",rod-smith,Florida Democratic Party Chairman,Florida,democrat,0.0,1.0,1.0,1.0,0.0,speech at Florida Democratic Party 2011 Convention,2,"['today', '46', 'percent', 'of', 'all', 'floridians', 'owe', 'more', 'on', 'their', 'home', 'than', 'it', 'is', 'worth', '.']"
4386.json,mostly-true,"Says that when President Obama visited El Paso, he pronounced that the border with Mexico and the United States was safer than it ever was in history.","immigration,new-hampshire-2012",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,a house party in New Hampshire,2,"['says', 'that', 'when', 'president', 'obama', 'visited', 'el', 'paso,', 'he', 'pronounced', 'that', 'the', 'border', 'with', 'mexico', 'and', 'the', 'united', 'states', 'was', 'safer', 'than', 'it', 'ever', 'was', 'in', 'history', '.']"
3759.json,mostly-true,The Ohio Democratic Party has raised $1.1 million since the November election. A very small percentage of that has come from organized labor.,"campaign-finance,labor",chris-redfern,Chairman of the  Ohio Democratic Party,Ohio,democrat,0.0,0.0,2.0,4.0,0.0,a radio interview,2,"['the', 'ohio', 'democratic', 'party', 'has', 'raised', '$1', '.1', 'million', 'since', 'the', 'november', 'election', '.', 'a', 'very', 'small', 'percentage', 'of', 'that', 'has', 'come', 'from', 'organized', 'labor', '.']"
12998.json,true,Says Alex Jones said that the victims of the Sandy Hook massacre were child actors and no one was actually killed there.,"children,crime,education,families,guns,history,public-safety",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,x,2,"['says', 'alex', 'jones', 'said', 'that', 'the', 'victims', 'of', 'the', 'sandy', 'hook', 'massacre', 'were', 'child', 'actors', 'and', 'no', 'one', 'was', 'actually', 'killed', 'there', '.']"
13149.json,barely-true,"Says no, youre wrong, responding to the assertion that stop-and-frisk was ruled unconstitutional in New York.","crime,criminal-justice,supreme-court",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"the presidential debate in Hempstead, N.Y.",1,"['says', 'no,', 'youre', 'wrong,', 'responding', 'to', 'the', 'assertion', 'that', 'stop-and-frisk', 'was', 'ruled', 'unconstitutional', 'in', 'new', 'york', '.']"
11984.json,true,"Texas is home to millions of Latinas, but the state has never elected a Latina to Congress.","congress,diversity,history,population,women",stephanie-schriock,"President, EMILY's List",Texas,democrat,0.0,0.0,0.0,0.0,0.0,as quoted by the Texas Tribune,2,"['texas', 'is', 'home', 'to', 'millions', 'of', 'latinas,', 'but', 'the', 'state', 'has', 'never', 'elected', 'a', 'latina', 'to', 'congress', '.']"
8692.json,barely-true,"Studies suggest the 2017 College Football Playoff Championship game will bring about 1,700 to 1,800 full-time jobs.","jobs,sports",ken-hagan,Hillsborough County Commissioner,Florida,republican,1.0,0.0,0.0,0.0,0.0,an interview with the 'Tampa Bay Times',1,"['studies', 'suggest', 'the', '2017', 'college', 'football', 'playoff', 'championship', 'game', 'will', 'bring', 'about', '1,700', 'to', '1,800', 'full-time', 'jobs', '.']"
11862.json,barely-true,"Faced with $1 million in campaign debt, Scott Walker is unloading his campaign security costs onto the backs of Wisconsin taxpayers.","campaign-finance,debt,state-budget,transportation",katrina-shankland,State representative,Wisconsin,democrat,2.0,1.0,0.0,0.0,0.0,a news release,1,"['faced', 'with', '$1', 'million', 'in', 'campaign', 'debt,', 'scott', 'walker', 'is', 'unloading', 'his', 'campaign', 'security', 'costs', 'onto', 'the', 'backs', 'of', 'wisconsin', 'taxpayers', '.']"
3747.json,false,"George Allen had 40,000 earmarks while he was a senator.",federal-budget,jamie-radtke,,Virginia,republican,1.0,1.0,1.0,2.0,0.0,a TV interview.,0,"['george', 'allen', 'had', '40,000', 'earmarks', 'while', 'he', 'was', 'a', 'senator', '.']"
12043.json,false,The Clean Power Plan is something that Sen. Sanders has said he would delay implementing.,"climate-change,environment",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,in the Democratic debate in Florida,0,"['the', 'clean', 'power', 'plan', 'is', 'something', 'that', 'sen', '.', 'sanders', 'has', 'said', 'he', 'would', 'delay', 'implementing', '.']"
11315.json,mostly-true,Says Marco Rubio has the worst voting record there is today.,candidates-biography,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,the second GOP primary debate.,2,"['says', 'marco', 'rubio', 'has', 'the', 'worst', 'voting', 'record', 'there', 'is', 'today', '.']"
905.json,half-true,The biggest job of the surgeon general is to translate health care and health care needs into plain English.,health-care,howard-dean,Democratic National Committee chairman,Vermont,democrat,1.0,4.0,1.0,2.0,0.0,an interview on MSNBC's Hardball.,1,"['the', 'biggest', 'job', 'of', 'the', 'surgeon', 'general', 'is', 'to', 'translate', 'health', 'care', 'and', 'health', 'care', 'needs', 'into', 'plain', 'english', '.']"
4551.json,false,"Says Barack Obama is a hypocrite for criticizing President George W. Bushs drone attack program, then using it aggressively as president.","foreign-policy,military,terrorism",john-fleming,U.S. Representative,Louisiana,republican,0.0,2.0,0.0,0.0,0.0,an interview on Fox Business Network,0,"['says', 'barack', 'obama', 'is', 'a', 'hypocrite', 'for', 'criticizing', 'president', 'george', 'w', '.', 'bushs', 'drone', 'attack', 'program,', 'then', 'using', 'it', 'aggressively', 'as', 'president', '.']"
6394.json,mostly-true,Says Measure 11 is one of the most significant reasons for decrease in violent crime.,"crime,criminal-justice",steve-doell,Executive Diretor of the Truth in Sentencing Project,Oregon,newsmaker,0.0,0.0,0.0,1.0,0.0,a press release.,2,"['says', 'measure', '11', 'is', 'one', 'of', 'the', 'most', 'significant', 'reasons', 'for', 'decrease', 'in', 'violent', 'crime', '.']"
10170.json,half-true,The nation as a whole has created jobs at a rate that is two times the rate that we have created jobs here in Wisconsin under Gov. Walker.,"job-accomplishments,jobs",mary-burke,Madison school board member,Wisconsin,democrat,5.0,5.0,11.0,8.0,3.0,a speech,1,"['the', 'nation', 'as', 'a', 'whole', 'has', 'created', 'jobs', 'at', 'a', 'rate', 'that', 'is', 'two', 'times', 'the', 'rate', 'that', 'we', 'have', 'created', 'jobs', 'here', 'in', 'wisconsin', 'under', 'gov', '.', 'walker', '.']"
8233.json,barely-true,We will have the highest general revenue in state history next year. Conservative pro-growth policies work in our state.,"economy,taxes",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,a speech at the Americans for Prosperity Foundation summit,1,"['we', 'will', 'have', 'the', 'highest', 'general', 'revenue', 'in', 'state', 'history', 'next', 'year', '.', 'conservative', 'pro-growth', 'policies', 'work', 'in', 'our', 'state', '.']"
7410.json,mostly-true,Comic strip says government study shows Head Start has little or no impact on the children its supposed to help.,"education,federal-budget",mallard-fillmore,,,none,0.0,0.0,0.0,1.0,0.0,a syndicated cartoon,2,"['comic', 'strip', 'says', 'government', 'study', 'shows', 'head', 'start', 'has', 'little', 'or', 'no', 'impact', 'on', 'the', 'children', 'its', 'supposed', 'to', 'help', '.']"
1180.json,true,"The claim ... that we plan to set up panels of bureaucrats with the power to kill off senior citizens ... is a lie, plain and simple.",health-care,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech to a joint session of Congress,2,"['the', 'claim', '.', '.', '.', 'that', 'we', 'plan', 'to', 'set', 'up', 'panels', 'of', 'bureaucrats', 'with', 'the', 'power', 'to', 'kill', 'off', 'senior', 'citizens', '.', '.', '.', 'is', 'a', 'lie,', 'plain', 'and', 'simple', '.']"
7339.json,false,One-third of the gasoline is purchased by out-of-state people in Virginia,"state-budget,taxes,transportation",richard-saslaw,State Senate Minority Leader,Virginia,democrat,2.0,3.0,0.0,0.0,1.0,an interview,0,"['one-third', 'of', 'the', 'gasoline', 'is', 'purchased', 'by', 'out-of-state', 'people', 'in', 'virginia']"
8626.json,half-true,"Obamacare is a massive, massive income redistribution with $250 billion a year in Medicaid expansion (and) in the subsidy structure thats basically being paid for by people on Medicare, through Medicare cuts, and a lot of tax increases.","health-care,taxes",james-capretta,Senior fellow at the Ethics and Public Policy Center,,republican,0.0,0.0,1.0,0.0,0.0,"a broadcast of ""Fox News Sunday""",1,"['obamacare', 'is', 'a', 'massive,', 'massive', 'income', 'redistribution', 'with', '$250', 'billion', 'a', 'year', 'in', 'medicaid', 'expansion', '(and)', 'in', 'the', 'subsidy', 'structure', 'thats', 'basically', 'being', 'paid', 'for', 'by', 'people', 'on', 'medicare,', 'through', 'medicare', 'cuts,', 'and', 'a', 'lot', 'of', 'tax', 'increases', '.']"
6871.json,true,The federal tax code has loopholes that are giving incentives for companies that are shipping jobs overseas.,"debates,jobs,taxes",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,the first presidential debate,2,"['the', 'federal', 'tax', 'code', 'has', 'loopholes', 'that', 'are', 'giving', 'incentives', 'for', 'companies', 'that', 'are', 'shipping', 'jobs', 'overseas', '.']"
6817.json,half-true,The income tax that started at 2 percent under Governor Byrne is now 9 percent.,"income,taxes",chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,a campaign event in New Hampshire,1,"['the', 'income', 'tax', 'that', 'started', 'at', '2', 'percent', 'under', 'governor', 'byrne', 'is', 'now', '9', 'percent', '.']"
2946.json,barely-true,Says federal health care overhaul will cost Texas state government upwards of $30 billion over the next 10 years.,"health-care,state-budget",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,an interview,1,"['says', 'federal', 'health', 'care', 'overhaul', 'will', 'cost', 'texas', 'state', 'government', 'upwards', 'of', '$30', 'billion', 'over', 'the', 'next', '10', 'years', '.']"
3938.json,false,"Says President Barack Obama has put (up) a stop sign against oil drilling, against any kind of exploration offshore or in Alaska.","energy,environment,oil-spill",rick-santorum,,Pennsylvania,republican,12.0,16.0,13.0,7.0,5.0,a Republican presidential debate,0,"['says', 'president', 'barack', 'obama', 'has', 'put', '(up)', 'a', 'stop', 'sign', 'against', 'oil', 'drilling,', 'against', 'any', 'kind', 'of', 'exploration', 'offshore', 'or', 'in', 'alaska', '.']"
4248.json,barely-true,The debt-ceiling bill doesnt cut the debt. It will add about $7 trillion in new debt over the next 10 years.,"deficit,federal-budget",jim-demint,"President, Heritage Foundation",South Carolina,republican,4.0,4.0,0.0,0.0,1.0,"an interview with ""The State"" newspaper",1,"['the', 'debt-ceiling', 'bill', 'doesnt', 'cut', 'the', 'debt', '.', 'it', 'will', 'add', 'about', '$7', 'trillion', 'in', 'new', 'debt', 'over', 'the', 'next', '10', 'years', '.']"
